Anfangszeit;Temperatur;Druck;Feuchte;Windgeschwindigkeit;Windrichtung
2024-11-27T06:00:00+01:00;2.796667;983.21;84.07;1.993333;117.016934
2024-11-27T05:30:00+01:00;2.646667;983.23;84.323333;1.666667;114.513207
2024-11-27T05:00:00+01:00;2.626667;983.183333;84.78;2.493333;116.786761
2024-11-27T04:30:00+01:00;2.79;983.176667;84.506667;2.38;120.63757
2024-11-27T04:00:00+01:00;3.133333;983.166667;84.116667;1.986667;116.129407
2024-11-27T03:30:00+01:00;3.376667;983.17;83.88;2.066667;121.637386
2024-11-27T03:00:00+01:00;3.6;983.296667;83.77;2.57;119.012014
2024-11-27T02:30:00+01:00;3.783333;983.286667;83.646667;2.296667;115.18723
2024-11-27T02:00:00+01:00;3.933333;983.286667;83.36;1.916667;113.720951
2024-11-27T01:30:00+01:00;3.96;983.313333;82.723333;1.596667;120.712531
2024-11-27T01:00:00+01:00;4.05;983.31;82.35;1.526667;123.441104
2024-11-27T00:30:00+01:00;4.15;983.363333;82.036667;1.856667;120.072484
2024-11-26T23:30:00+01:00;4.296667;983.506667;82.07;2.55;116.125111
2024-11-26T17:30:00+01:00;7.846667;983.44;73.793333;1.8;123.400918
2024-11-26T16:30:00+01:00;9.64;983.093333;67.98;1.346667;232.630667
2024-11-26T10:00:00+01:00;8.366667;982.516667;77.976667;1.366667;136.208691
2024-11-26T09:30:00+01:00;7.28;982.426667;81.566667;1.006667;124.714054
2024-11-26T09:00:00+01:00;5.943333;982.363333;85.443333;1.536667;123.490655
2024-11-26T08:30:00+01:00;5.473333;982.143333;86.386667;2.203333;121.041986
2024-11-26T08:00:00+01:00;5.87931;981.882759;85.006897;1.086207;117.734357
2024-11-26T07:30:00+01:00;6.496667;981.636667;84.74;0.616667;181.760005
2024-11-26T07:00:00+01:00;7.066667;981.416667;84.986667;0.706667;117.721067
2024-11-26T06:30:00+01:00;7.26;981.226667;85.303333;1.44;124.129548
2024-11-26T06:00:00+01:00;7.62;981.096667;84.663333;1.313333;135.426905
2024-11-26T05:30:00+01:00;7.78;980.85;84.393333;1.533333;121.576776
2024-11-26T05:00:00+01:00;8.066667;980.54;83.59;0.663333;145.130376
2024-11-26T04:30:00+01:00;8.213333;980.376667;83.553333;1.483333;121.336119
2024-11-26T04:00:00+01:00;8.483333;979.823333;82.013333;0.87;114.83298
2024-11-26T03:30:00+01:00;8.656667;979.866667;81.163333;0.876667;229.085921
2024-11-26T03:00:00+01:00;9.29;979.38;77.67;2.803333;123.674744
2024-11-26T02:30:00+01:00;9.416667;979.183333;76.473333;3.586667;116.273658
2024-11-26T02:00:00+01:00;9.683333;978.99;73.966667;3.793333;120.458391
2024-11-26T01:30:00+01:00;10.133333;978.733333;71.446667;2.263333;159.863748
2024-11-26T01:00:00+01:00;10.483333;978.396667;78.12;2.333333;290.803698
2024-11-26T00:30:00+01:00;10.55;977.716667;79.123333;1.65;282.446291
2024-11-26T00:00:00+01:00;10.18;977.18;80.746667;1.453333;309.853491
2024-11-25T23:30:00+01:00;8.84;976.673333;85.966667;2.286667;318.380178
2024-11-25T23:00:00+01:00;8.15;976.16;86.356667;1.736667;116.741584
2024-11-25T22:30:00+01:00;7.89;975.83;85.61;2.016667;112.272482
2024-11-25T22:00:00+01:00;7.66;975.436667;83.703333;1.616667;120.921343
2024-11-25T21:30:00+01:00;7.76;975.196667;80.836667;1.706667;111.591031
2024-11-25T21:00:00+01:00;7.89;974.923333;78.21;2.46;114.696056
2024-11-25T20:30:00+01:00;7.566667;974.156667;76.033333;1.323333;51.425007
2024-11-25T20:00:00+01:00;8.18;973.7;70.25;1.21;105.725827
2024-11-25T19:30:00+01:00;8.443333;972.966667;69.093333;2.03;314.320907
2024-11-25T19:00:00+01:00;8.033333;972.656667;68.786667;0.946667;271.287339
2024-11-25T18:30:00+01:00;7.906667;972.29;68.336667;1.343333;130.07016
2024-11-25T18:00:00+01:00;8.113333;972.156667;67.93;1.88;119.896747
2024-11-25T17:30:00+01:00;8.176667;971.933333;67.84;2.38;116.427134
2024-11-25T17:00:00+01:00;8.766667;971.836667;64.42;1.21;116.978088
2024-11-25T16:30:00+01:00;8.876667;971.603333;63.95;1.0;134.854544
2024-11-25T16:00:00+01:00;9.32;971.326667;63.04;1.34;108.832883
2024-11-25T15:30:00+01:00;9.833333;970.823333;62.19;1.016667;254.727778
2024-11-25T15:00:00+01:00;10.176667;970.613333;60.236667;0.976667;257.608102
2024-11-25T14:30:00+01:00;11.11;970.75;55.956667;0.87;263.766169
2024-11-25T14:00:00+01:00;11.386667;970.956667;54.013333;1.523333;311.784116
2024-11-25T13:30:00+01:00;11.183333;971.206667;54.41;1.796667;285.671532
2024-11-25T13:00:00+01:00;12.086667;971.423333;50.703333;1.193333;276.030694
2024-11-25T12:30:00+01:00;12.743333;972.033333;47.42;2.313333;297.468837
2024-11-25T12:00:00+01:00;12.933333;972.21;46.796667;3.306667;299.651669
2024-11-25T11:30:00+01:00;12.25;972.493333;47.6;3.343333;295.265726
2024-11-25T11:00:00+01:00;10.14;972.943333;54.663333;3.42;310.62902
2024-11-25T10:30:00+01:00;9.506897;973.027586;58.075862;2.227586;315.655507
2024-11-25T10:00:00+01:00;9.076667;973.633333;59.793333;0.69;132.907781
2024-11-25T09:30:00+01:00;7.703333;974.306667;63.446667;0.8;95.138155
2024-11-25T09:00:00+01:00;6.463333;974.756667;66.19;1.356667;333.010868
2024-11-25T08:30:00+01:00;4.91;974.96;71.853333;2.033333;305.673591
2024-11-25T08:00:00+01:00;3.71;974.933333;76.273333;1.426667;280.794755
2024-11-25T07:30:00+01:00;2.096667;975.21;80.556667;1.063333;322.215992
2024-11-25T07:00:00+01:00;1.746667;975.483333;80.83;1.426667;118.593829
2024-11-25T06:30:00+01:00;1.956667;975.563333;80.48;1.766667;114.616938
2024-11-25T06:00:00+01:00;2.266667;975.863333;79.773333;0.683333;133.202612
2024-11-25T05:30:00+01:00;2.266667;976.066667;79.56;1.136667;114.306455
2024-11-25T05:00:00+01:00;2.256667;976.193333;79.81;0.67;148.862015
2024-11-25T04:30:00+01:00;2.046667;976.286667;80.12;0.483333;321.822552
2024-11-25T04:00:00+01:00;2.096552;976.589655;79.217241;0.762069;125.780308
2024-11-25T03:30:00+01:00;1.986667;976.853333;80.79;1.753333;114.82717
2024-11-25T03:00:00+01:00;1.58;977.2;82.426667;2.126667;112.281153
2024-11-25T02:30:00+01:00;1.89;977.38;81.84;2.196667;117.300799
2024-11-25T02:00:00+01:00;2.116667;977.406667;80.763333;1.77;121.63923
2024-11-25T01:30:00+01:00;3.12;977.336667;77.966667;0.953333;259.35935
2024-11-25T01:00:00+01:00;2.616667;977.33;80.06;1.356667;297.985041
2024-11-25T00:30:00+01:00;2.173333;977.586667;81.213333;1.1;276.764612
2024-11-25T00:00:00+01:00;1.986667;977.903333;81.873333;1.243333;109.89885
2024-11-24T23:30:00+01:00;1.933333;978.046667;81.49;1.39;127.239213
2024-11-24T23:00:00+01:00;2.026667;978.236667;81.796667;1.19;184.074151
2024-11-24T22:30:00+01:00;2.286667;978.633333;80.916667;1.723333;125.514276
2024-11-24T22:00:00+01:00;2.663333;979.066667;80.04;1.5;138.006146
2024-11-24T21:30:00+01:00;3.096667;979.213333;79.066667;1.126667;148.163824
2024-11-24T21:00:00+01:00;3.09;979.21;80.323333;2.793333;100.637864
2024-11-24T20:30:00+01:00;3.29;979.43;78.89;1.903333;112.441995
2024-11-24T20:00:00+01:00;3.36;979.436667;78.75;2.5;114.196383
2024-11-24T19:30:00+01:00;3.5;979.433333;78.663333;2.893333;103.835142
2024-11-24T19:00:00+01:00;3.97;979.626667;76.826667;2.37;111.126368
2024-11-24T18:30:00+01:00;3.616667;979.76;78.326667;2.89;112.696865
2024-11-24T18:00:00+01:00;3.663333;979.97;78.186667;2.71;108.609997
2024-11-24T17:30:00+01:00;3.9;980.04;77.706667;2.593333;108.354923
2024-11-24T17:00:00+01:00;4.103333;980.016667;77.043333;2.123333;122.994663
2024-11-24T16:30:00+01:00;4.903333;979.99;74.64;2.063333;123.698712
2024-11-24T16:00:00+01:00;5.513333;980.056667;72.99;1.92;120.713447
2024-11-24T15:30:00+01:00;6.303333;980.16;70.513333;1.893333;120.652551
2024-11-24T15:00:00+01:00;7.086667;980.11;67.49;1.113333;120.249776
2024-11-24T14:30:00+01:00;7.586667;980.143333;65.436667;0.56;264.046254
2024-11-24T14:00:00+01:00;7.36;980.283333;64.83;1.273333;122.501432
2024-11-24T13:30:00+01:00;7.466667;980.636667;64.643333;1.076667;115.222731
2024-11-24T13:00:00+01:00;7.86;980.903333;63.033333;0.486667;246.545154
2024-11-24T12:30:00+01:00;6.97;981.1;65.603333;0.556667;187.475318
2024-11-24T12:00:00+01:00;5.606667;981.426667;68.296667;1.196667;282.617003
2024-11-24T11:30:00+01:00;5.296667;981.616667;69.99;1.576667;340.691315
2024-11-24T11:00:00+01:00;5.246667;981.876667;69.383333;1.26;125.390675
2024-11-24T10:30:00+01:00;4.926667;982.266667;69.336667;1.3;343.477725
2024-11-24T10:00:00+01:00;3.426667;982.066667;75.336667;2.376667;113.040958
2024-11-24T09:30:00+01:00;2.54;982.426667;77.933333;3.773333;118.841078
2024-11-24T09:00:00+01:00;2.36;982.463333;77.463333;1.486667;126.48032
2024-11-24T08:30:00+01:00;2.12;981.526667;77.71;1.12;110.82948
2024-11-24T08:00:00+01:00;2.443333;981.196667;75.773333;0.836667;264.001306
2024-11-24T07:30:00+01:00;1.666667;980.96;78.603333;2.0;106.887906
2024-11-24T07:00:00+01:00;2.223333;981.033333;75.5;0.943333;252.729807
2024-11-24T06:30:00+01:00;2.27;980.736667;74.41;1.053333;141.680458
2024-11-24T06:00:00+01:00;2.31;980.84;73.416667;1.08;297.92208
2024-11-24T05:30:00+01:00;2.273333;980.696667;72.33;1.466667;126.788287
2024-11-24T05:00:00+01:00;2.486667;980.793333;71.193333;1.063333;122.584862
2024-11-24T04:30:00+01:00;2.58;980.603333;69.27;1.35;342.875479
2024-11-24T04:00:00+01:00;2.153333;980.523333;70.466667;1.71;339.825466
2024-11-24T03:30:00+01:00;1.983333;980.453333;70.906667;1.656667;318.016545
2024-11-24T03:00:00+01:00;2.293333;980.573333;68.986667;0.653333;288.768608
2024-11-24T02:30:00+01:00;2.02;980.79;68.693333;0.946667;312.699671
2024-11-24T02:00:00+01:00;1.906667;980.766667;69.1;1.046667;304.781485
2024-11-24T01:30:00+01:00;1.72;980.836667;68.78;0.843333;352.935962
2024-11-24T01:00:00+01:00;0.858621;980.751724;72.162069;1.624138;315.900664
2024-11-24T00:30:00+01:00;0.913333;980.693333;71.356667;1.246667;308.503553
2024-11-24T00:00:00+01:00;0.536667;981.116667;71.81;0.993333;91.307169
2024-11-23T23:30:00+01:00;-0.183333;981.0;75.19;1.91;103.457509
2024-11-23T23:00:00+01:00;-0.223333;981.236667;75.916667;2.063333;107.943115
2024-11-23T22:30:00+01:00;-0.213333;981.213333;75.85;1.94;119.791405
2024-11-23T22:00:00+01:00;-0.13;981.066667;76.436667;1.546667;118.288795
2024-11-23T21:30:00+01:00;0.033333;980.993333;76.07;1.61;98.464752
2024-11-23T21:00:00+01:00;0.37;980.91;74.683333;1.593333;120.116292
2024-11-23T20:30:00+01:00;0.543333;980.866667;74.613333;1.503333;106.122156
2024-11-23T20:00:00+01:00;0.753333;980.846667;73.346667;2.046667;108.597554
2024-11-23T19:30:00+01:00;1.006667;980.716667;71.496667;2.146667;86.84445
2024-11-23T19:00:00+01:00;1.01;980.673333;72.273333;1.96;132.917907
2024-11-23T18:30:00+01:00;1.82;980.786667;70.41;0.676667;120.374491
2024-11-23T18:00:00+01:00;2.206667;980.693333;67.396667;0.54;262.153596
2024-11-23T17:30:00+01:00;2.486667;980.636667;63.646667;0.86;6.287672
2024-11-23T17:00:00+01:00;2.456667;980.626667;61.726667;1.47;117.46295
2024-11-23T16:30:00+01:00;2.923333;980.716667;59.923333;1.116667;127.801596
2024-11-23T07:30:00+01:00;-2.313333;983.913333;77.49;2.093333;105.13899
2024-11-23T06:00:00+01:00;-0.936667;984.083333;77.556667;3.936667;105.570377
2024-11-23T05:30:00+01:00;-0.603333;984.01;78.893333;3.276667;105.707373
2024-11-23T05:00:00+01:00;0.09;983.816667;77.09;1.906667;122.478739
2024-11-23T04:30:00+01:00;0.47;983.823333;76.413333;1.896667;118.779912
2024-11-23T04:00:00+01:00;0.836667;983.95;75.046667;2.226667;115.872468
2024-11-23T03:30:00+01:00;1.4;983.973333;70.42;2.706667;118.726919
2024-11-23T03:00:00+01:00;2.123333;983.863333;64.816667;3.056667;128.24138
2024-11-23T02:30:00+01:00;2.726667;983.683333;60.82;2.6;144.343054
2024-11-23T02:00:00+01:00;2.79;983.32;60.32;1.903333;176.947097
2024-11-23T01:30:00+01:00;2.7;983.156667;61.563333;1.6;174.090704
2024-11-23T01:00:00+01:00;2.943333;982.746667;59.796667;1.846667;237.043759
2024-11-23T00:30:00+01:00;2.9;982.52;59.82;1.91;212.764387
2024-11-23T00:00:00+01:00;2.72;982.196667;61.106667;2.383333;212.243709
2024-11-22T23:30:00+01:00;2.52;981.903333;62.346667;2.02;179.813742
2024-11-22T23:00:00+01:00;2.496667;981.656667;62.446667;1.873333;201.603894
2024-11-22T22:30:00+01:00;2.34;981.366667;63.533333;1.916667;207.743873
2024-11-22T22:00:00+01:00;1.953333;980.743333;65.413333;2.386667;169.263463
2024-11-22T21:30:00+01:00;1.736667;980.156667;66.52;1.806667;166.942932
2024-11-22T21:00:00+01:00;1.826667;979.576667;64.85;2.133333;189.146804
2024-11-22T20:30:00+01:00;1.93;979.03;61.583333;2.326667;189.463356
2024-11-22T20:00:00+01:00;1.966667;978.706667;60.286667;2.003333;183.768752
2024-11-22T12:30:00+01:00;0.396667;972.343333;66.343333;2.466667;238.093553
2024-11-22T11:00:00+01:00;-0.176667;971.556667;67.963333;1.68;258.783723
2024-11-22T10:00:00+01:00;-1.45;971.38;73.223333;2.28;104.162204
2024-11-22T08:00:00+01:00;-3.043333;968.95;78.876667;2.126667;106.02428
2024-11-22T06:30:00+01:00;-2.106667;967.04;77.66;1.2;284.999403
2024-11-22T04:30:00+01:00;-1.013333;965.55;77.873333;1.196667;164.525546
2024-11-22T00:00:00+01:00;-0.033333;955.816667;83.973333;3.413333;296.536918
2024-11-21T23:30:00+01:00;0.07;954.3;83.446667;2.763333;304.717538
2024-11-21T23:00:00+01:00;0.173333;953.503333;83.153333;1.816667;306.650999
2024-11-21T22:30:00+01:00;0.543333;952.68;81.923333;1.653333;300.526441
2024-11-21T22:00:00+01:00;0.443333;951.986667;82.4;0.596667;186.16454
2024-11-21T21:30:00+01:00;0.23;952.19;83.626667;0.95;273.461513
2024-11-21T21:00:00+01:00;-0.043333;952.163333;84.213333;1.796667;267.156945
2024-11-21T20:00:00+01:00;-0.216667;951.16;83.303333;1.22;222.426092
2024-11-21T19:00:00+01:00;-0.19;951.163333;83.39;0.873333;194.894431
2024-11-21T18:30:00+01:00;-0.306667;951.136667;84.306667;1.296667;152.719473
2024-11-21T17:30:00+01:00;-0.003333;950.57;85.096667;0.753333;183.235857
2024-11-21T11:30:00+01:00;2.09;962.553333;58.243333;2.946667;96.125921
2024-11-21T10:30:00+01:00;1.93;965.063333;63.113333;1.393333;86.164935
2024-11-21T09:30:00+01:00;0.63;966.843333;70.593333;1.356667;142.687769
2024-11-21T08:30:00+01:00;-0.033333;968.4;73.126667;1.226667;128.968385
2024-11-21T07:30:00+01:00;0.153333;968.926667;72.713333;0.79;133.689878
2024-11-20T20:00:00+01:00;3.193333;969.243333;56.373333;3.19;274.967703
2024-11-20T18:00:00+01:00;4.156667;968.73;53.416667;1.11;290.315753
2024-11-20T07:00:00+01:00;3.503333;966.05;77.293333;3.216667;298.546312
2024-11-20T06:30:00+01:00;3.063333;965.163333;78.51;3.87;295.425736
2024-11-20T06:00:00+01:00;3.393333;964.3;77.546667;5.9;294.249386
2024-11-20T05:30:00+01:00;5.63;963.426667;66.696667;2.91;246.423223
2024-11-20T05:00:00+01:00;5.783333;963.086667;65.3;1.563333;295.178582
2024-11-20T04:30:00+01:00;5.783333;962.52;64.836667;3.203333;263.198817
2024-11-20T04:00:00+01:00;6.093333;962.063333;67.86;2.923333;245.179932
2024-11-20T03:30:00+01:00;6.27;961.473333;70.44;3.503333;249.853852
2024-11-20T03:00:00+01:00;6.527586;960.834483;71.134483;2.648276;259.70869
2024-11-20T02:30:00+01:00;6.256667;960.536667;72.476667;2.583333;246.074344
2024-11-20T02:00:00+01:00;5.576667;959.92;73.976667;2.456667;269.405111
2024-11-20T01:30:00+01:00;5.173333;959.55;75.836667;5.07;269.554722
2024-11-20T01:00:00+01:00;5.973333;958.84;75.236667;5.026667;270.869052
2024-11-20T00:30:00+01:00;6.69;957.883333;74.29;3.473333;244.917707
2024-11-20T00:00:00+01:00;6.96;957.45;75.816667;3.146667;261.760814
2024-11-19T23:30:00+01:00;7.636667;956.98;75.026667;5.463333;271.105639
2024-11-19T23:00:00+01:00;10.93;955.08;64.933333;3.993333;224.696285
2024-11-19T22:30:00+01:00;11.256667;955.35;62.123333;3.02;200.713769
2024-11-19T22:00:00+01:00;11.453333;955.673333;60.07;4.87;175.086606
2024-11-19T21:30:00+01:00;11.89;956.366667;58.106667;5.216667;179.701861
2024-11-19T21:00:00+01:00;12.35;956.956667;55.136667;5.596667;173.624314
2024-11-19T20:30:00+01:00;12.006667;957.616667;56.38;4.936667;161.685392
2024-11-19T20:00:00+01:00;11.666667;958.423333;58.243333;4.466667;152.404981
2024-11-19T19:30:00+01:00;12.206667;959.246667;55.126667;5.766667;164.869162
2024-11-19T19:00:00+01:00;12.64;959.916667;51.906667;4.82;164.109456
2024-11-19T18:30:00+01:00;12.756667;960.386667;52.36;5.93;159.985859
2024-11-19T18:00:00+01:00;12.35;960.97;53.566667;5.6;146.655487
2024-11-19T17:30:00+01:00;11.796667;961.533333;55.693333;6.173333;144.500135
2024-11-19T17:00:00+01:00;11.12;962.646667;59.143333;3.963333;139.176232
2024-11-19T16:30:00+01:00;10.693333;963.263333;61.236667;3.72;136.216299
2024-11-19T16:00:00+01:00;10.376667;963.873333;64.523333;4.073333;145.919632
2024-11-19T15:30:00+01:00;11.3;964.223333;60.41;4.333333;152.977917
2024-11-19T15:00:00+01:00;11.926667;964.56;56.313333;4.436667;159.444119
2024-11-19T14:30:00+01:00;11.42;964.87;60.99;3.53;145.314839
2024-11-19T14:00:00+01:00;10.923333;965.34;63.17;4.253333;145.623531
2024-11-19T13:30:00+01:00;11.563333;965.813333;58.226667;3.556667;154.401649
2024-11-19T13:00:00+01:00;11.676667;966.216667;56.73;3.633333;146.611631
2024-11-19T12:30:00+01:00;11.34;966.69;57.476667;3.483333;150.092554
2024-11-19T12:00:00+01:00;11.146667;967.33;58.146667;2.86;169.366525
2024-11-19T11:30:00+01:00;11.216667;967.7;57.883333;4.08;172.726182
2024-11-19T11:00:00+01:00;11.4;968.256667;57.573333;3.38;178.875162
2024-11-19T10:30:00+01:00;10.99;968.366667;59.79;2.53;160.804633
2024-11-19T10:00:00+01:00;10.23;968.76;61.906667;2.496667;161.989385
2024-11-19T09:00:00+01:00;7.946667;969.043333;76.196667;4.196667;120.2915
2024-11-19T07:30:00+01:00;7.563333;969.586667;79.703333;3.223333;118.568224
2024-11-19T05:00:00+01:00;6.253333;970.323333;84.326667;2.046667;120.514683
2024-11-19T03:30:00+01:00;6.223333;971.173333;82.953333;1.33;129.539085
2024-11-19T02:30:00+01:00;6.453333;971.836667;79.913333;1.266667;132.852408
2024-11-18T18:30:00+01:00;7.943333;975.243333;72.063333;0.726667;127.941045
2024-11-18T17:30:00+01:00;9.0;975.386667;60.203333;0.576667;165.096583
2024-11-18T16:30:00+01:00;9.286667;975.533333;56.143333;2.426667;341.302402
2024-11-18T16:00:00+01:00;9.526667;975.586667;55.943333;2.406667;346.058426
2024-11-18T15:30:00+01:00;9.786667;975.583333;55.413333;1.806667;333.653084
2024-11-18T05:00:00+01:00;7.033333;976.896667;73.47;2.203333;336.668772
2024-11-18T04:30:00+01:00;6.716667;976.793333;77.243333;2.65;355.482194
2024-11-18T04:00:00+01:00;6.603333;976.543333;78.946667;2.406667;354.6483
2024-11-18T03:30:00+01:00;6.62;976.516667;79.283333;2.313333;357.079589
2024-11-18T03:00:00+01:00;6.853333;976.71;78.563333;1.953333;337.618977
2024-11-18T02:30:00+01:00;6.88;976.873333;78.556667;1.46;332.342341
2024-11-18T02:00:00+01:00;6.863333;976.863333;78.89;1.77;336.225391
2024-11-18T01:30:00+01:00;6.786667;976.92;79.006667;3.06;332.975932
2024-11-18T01:00:00+01:00;7.013333;976.993333;77.853333;2.47;330.922675
2024-11-17T23:30:00+01:00;6.893333;977.276667;81.09;1.51;312.164881
2024-11-17T23:00:00+01:00;6.8;977.37;82.203333;2.903333;310.955442
2024-11-17T22:00:00+01:00;8.506667;977.266667;69.063333;3.416667;300.05075
2024-11-17T21:00:00+01:00;8.223333;977.073333;68.46;1.916667;325.236673
2024-11-17T20:30:00+01:00;8.23;976.996667;68.896667;1.963333;327.296561
2024-11-17T20:00:00+01:00;8.123333;976.86;70.083333;1.753333;324.133355
2024-11-17T18:00:00+01:00;8.06;976.286667;72.983333;2.883333;337.914466
2024-11-17T17:30:00+01:00;7.7;976.19;75.54;2.67;322.530944
2024-11-17T17:00:00+01:00;7.65;976.043333;75.986667;0.733333;261.852804
2024-11-17T16:30:00+01:00;7.756667;975.93;75.343333;0.733333;244.449771
2024-11-17T15:00:00+01:00;7.946667;976.12;73.783333;0.963333;353.169287
2024-11-17T13:30:00+01:00;6.736667;976.81;77.076667;3.176667;317.786347
2024-11-17T11:00:00+01:00;5.423333;978.346667;78.683333;0.616667;79.378518
2024-11-17T08:30:00+01:00;2.433333;978.19;86.646667;2.303333;129.629897
2024-11-17T07:30:00+01:00;1.956667;977.913333;86.803333;3.043333;119.603144
2024-11-17T02:30:00+01:00;0.583333;978.956667;83.783333;2.493333;104.931599
2024-11-17T00:30:00+01:00;0.853333;979.453333;83.086667;1.306667;156.885398
2024-11-16T23:30:00+01:00;0.79;979.6;81.71;1.88;121.006684
2024-11-16T21:30:00+01:00;0.85;979.51;81.563333;2.07;124.938251
2024-11-16T21:00:00+01:00;1.623333;979.446667;79.123333;0.726667;179.522457
2024-11-16T20:30:00+01:00;1.393333;979.526667;80.676667;0.996667;107.900881
2024-11-16T20:00:00+01:00;1.596667;979.44;80.633333;1.853333;125.566246
2024-11-16T19:30:00+01:00;2.076667;979.35;79.953333;2.013333;120.919782
2024-11-16T19:00:00+01:00;2.85;979.223333;77.77;1.713333;132.619167
2024-11-16T16:00:00+01:00;7.46;979.133333;67.166667;1.576667;281.382244
2024-11-16T14:00:00+01:00;8.98;979.83;61.353333;2.296667;300.986756
2024-11-16T13:30:00+01:00;8.863333;980.3;60.58;2.0;300.439532
2024-11-16T11:00:00+01:00;5.486667;982.233333;67.276667;1.94;146.519347
2024-11-16T09:30:00+01:00;1.386667;982.79;78.64;1.483333;92.259845
2024-11-16T09:00:00+01:00;-0.153333;982.766667;83.11;1.8;93.349278
2024-11-16T08:30:00+01:00;-0.723333;982.806667;85.523333;2.076667;89.67923
2024-11-16T08:00:00+01:00;-0.783333;982.65;85.706667;2.196667;84.10779
2024-11-16T07:30:00+01:00;-0.686667;982.516667;86.243333;2.163333;103.941818
2024-11-16T03:00:00+01:00;-0.356667;982.913333;83.466667;2.433333;110.460584
2024-11-16T02:30:00+01:00;-0.253333;983.16;83.103333;1.606667;115.400709
2024-11-16T02:00:00+01:00;-0.096667;983.433333;82.953333;2.316667;111.150672
2024-11-16T01:30:00+01:00;0.103333;983.536667;83.55;2.636667;116.672699
2024-11-16T01:00:00+01:00;0.0;983.606897;82.982759;1.982759;125.345431
2024-11-16T00:30:00+01:00;0.303333;983.843333;82.273333;1.53;120.604188
2024-11-16T00:00:00+01:00;0.633333;984.086667;82.63;1.863333;114.354064
2024-11-15T23:30:00+01:00;0.526667;984.303333;83.113333;2.833333;113.39378
2024-11-15T23:00:00+01:00;0.596667;984.4;82.633333;2.416667;118.34541
2024-11-15T22:00:00+01:00;0.98;984.663333;82.873333;2.796667;122.405071
2024-11-15T21:00:00+01:00;1.55;984.986667;82.076667;2.063333;129.186124
2024-11-15T20:30:00+01:00;1.703333;985.1;82.336667;2.566667;123.991332
2024-11-15T20:00:00+01:00;2.28;985.16;81.016667;2.6;129.433561
2024-11-15T18:30:00+01:00;4.01;985.4;77.533333;2.043333;125.841654
2024-11-15T17:00:00+01:00;6.46;984.913333;70.59;1.056667;244.874011
2024-11-15T16:00:00+01:00;7.81;984.74;66.636667;1.87;290.961177
2024-11-15T14:30:00+01:00;10.436667;984.816667;51.913333;1.096667;196.47984
2024-11-15T14:00:00+01:00;10.19;984.886667;52.766667;1.023333;183.237162
2024-11-15T13:30:00+01:00;9.63;985.243333;53.9;1.886667;137.89821
2024-11-15T13:00:00+01:00;9.21;985.546667;54.97;2.18;128.916058
2024-11-15T12:30:00+01:00;8.573333;985.793333;58.563333;2.486667;142.525279
2024-11-15T12:00:00+01:00;7.526667;986.036667;62.856667;2.923333;137.64116
2024-11-15T11:30:00+01:00;6.766667;986.3;66.563333;2.51;139.078078
2024-11-15T11:00:00+01:00;5.78;986.503333;70.08;2.876667;145.110796
2024-11-15T10:30:00+01:00;5.09;986.586667;72.773333;2.343333;149.419751
2024-11-15T10:00:00+01:00;4.2;953.713333;73.346667;2.096667;143.690523
2024-11-15T09:30:00+01:00;3.43;986.726667;76.516667;1.593333;101.004215
2024-11-15T09:00:00+01:00;3.213333;986.953333;75.826667;0.736667;91.943488
2024-11-15T08:30:00+01:00;1.47;986.99;80.683333;1.363333;118.646988
2024-11-15T05:00:00+01:00;1.746667;986.37;80.933333;1.496667;120.449687
2024-11-15T04:30:00+01:00;2.283333;986.193333;79.07;1.46;98.986605
2024-11-15T04:00:00+01:00;2.44;986.203333;78.233333;1.763333;96.75939
2024-11-15T03:30:00+01:00;2.266667;986.366667;78.24;2.043333;104.073626
2024-11-15T03:00:00+01:00;2.15;986.53;77.886667;2.04;103.478812
2024-11-15T02:30:00+01:00;1.906667;986.806667;78.253333;1.99;107.303075
2024-11-15T02:00:00+01:00;1.656667;987.023333;78.513333;2.6;111.721369
2024-11-15T01:30:00+01:00;1.563333;987.256667;78.54;1.73;109.959915
2024-11-15T01:00:00+01:00;1.306667;987.513333;79.32;2.06;120.371744
2024-11-15T00:00:00+01:00;0.81;987.86;80.636667;3.076667;116.633879
2024-11-14T23:30:00+01:00;0.5;988.006667;81.42;2.493333;128.640446
2024-11-14T23:00:00+01:00;0.503333;988.046667;81.143333;2.126667;123.242844
2024-11-14T22:00:00+01:00;0.7;987.953333;81.236667;2.813333;128.62792
2024-11-14T20:00:00+01:00;1.7;987.866667;79.51;2.533333;123.121641
2024-11-14T19:30:00+01:00;2.23;987.743333;77.796667;2.18;128.023466
2024-11-14T19:00:00+01:00;2.806667;987.653333;76.286667;1.62;124.073891
2024-11-14T18:00:00+01:00;3.843333;987.536667;73.436667;1.29;128.341452
2024-11-14T17:30:00+01:00;4.783333;987.37;69.67;0.703333;118.413406
2024-11-14T16:30:00+01:00;6.376667;987.05;63.42;1.373333;267.805456
2024-11-14T16:00:00+01:00;7.08;986.9;59.976667;1.99;301.215838
2024-11-14T15:30:00+01:00;7.45;986.903333;57.683333;2.273333;318.17049
2024-11-14T12:00:00+01:00;5.623333;987.713333;61.423333;1.57;133.141699
2024-11-14T10:30:00+01:00;4.14;988.306667;64.926667;2.593333;124.4863
2024-11-14T08:30:00+01:00;2.853333;988.183333;69.72;2.623333;94.478769
